rank,school_name,state,school_sector,school_type,icsea,value_score,affordability_percentile,sa2_name
584,"St Mary's Catholic Primary School",NSW,"Catholic","Primary",1145,76.12,72.49,"Erskineville - Alexandria"
585,"St Michael's Primary School",VIC,"Catholic","Primary",1098,76.12,66.77,"North Melbourne"
586,"St Mary's War Memorial School",NSW,"Catholic","Primary",1038,76.11,94.8,"West Wyalong"
587,"South Perth Primary School",WA,"Government","Primary",1122,76.08,83.98,"South Perth - Kensington"
588,"Sydney Distance Education High School",NSW,"Government","Secondary",1032,76.06,87.47,"Potts Point - Woolloomooloo"
589,"Toorak College",VIC,"Independent","Combined",1151,76.06,46.44,"Mount Eliza"
590,"Black Mountain School",ACT,"Government","Special",1030,76.04,88.37,"O'Connor (ACT)"
591,"Southern Cross Early Childhood School",ACT,"Government","Primary",1088,76.03,64.98,"Scullin"
592,"Richmond Primary School",WA,"Government","Primary",1156,76.03,79.01,"East Fremantle"
593,"Sandringham East Primary School",VIC,"Government","Primary",1135,76.02,68.07,"Sandringham - Black Rock"
594,"Loreto College",SA,"Catholic","Combined",1098,76.02,66.35,"Norwood (SA)"
595,"Humanitas High School",QLD,"Independent","Secondary",1107,75.99,59.83,"Fortitude Valley"
596,"St Catherine's School",SA,"Catholic","Primary",1133,75.97,78.29,"Aldgate - Stirling"
597,"East Victoria Park Education Support Centre",WA,"Government","Special",1049,75.96,80.6,"East Victoria Park - Carlisle"
598,"St Peter's Primary School",WA,"Catholic","Primary",1107,75.95,92.94,"Mount Lawley - Inglewood"
599,"Mentone Primary School",VIC,"Government","Primary",1112,75.93,67.78,"Mentone"
600,"St Joachim's School",QLD,"Catholic","Primary",1124,75.93,80.89,"Holland Park West"
601,"Farmhouse Montessori School",NSW,"Independent","Primary",1165,75.92,36.89,"Manly Vale - Allambie Heights"
602,"Birchgrove Public School",NSW,"Government","Primary",1132,75.92,69.13,"Balmain"
603,"Sydney Secondary College Balmain Campus",NSW,"Government","Secondary",1112,75.9,71.38,"Lilyfield - Rozelle"
604,"Our Lady of the Nativity School",VIC,"Catholic","Primary",1111,75.89,79.46,"Essendon (West) - Aberfeldie"
605,"Pingrup Primary School",WA,"Government","Primary",1018,75.89,98.07,"Gnowangerup"
606,"Newport Lakes Primary School",VIC,"Government","Primary",1126,75.84,77.84,"Newport"
607,"Eltham East Primary School",VIC,"Government","Primary",1143,75.84,67.22,"Eltham"
608,"Emanuel School",NSW,"Independent","Combined",1186,75.79,40.78,"Randwick - North"
609,"Kyilla Primary School",WA,"Government","Primary",1132,75.79,84.4,"North Perth"
610,"Sacred Heart College",WA,"Catholic","Secondary",1116,75.78,59.58,"Sorrento - Marmion"
611,"Koonwarra Village School",VIC,"Independent","Primary",1092,75.76,64,"Leongatha"
612,"Village School",VIC,"Independent","Primary",1089,75.74,63.74,"Croydon Hills - Warranwood"
613,"Churchlands Primary School",WA,"Government","Primary",1169,75.7,73.63,"Wembley Downs - Churchlands - Woodlands"
614,"Coolbinia Primary School",WA,"Government","Primary",1139,75.7,79.52,"Yokine - Coolbinia - Menora"
615,"Camberwell Primary School",VIC,"Government","Primary",1194,75.69,57.21,"Camberwell"
616,"Ave Maria College",VIC,"Catholic","Secondary",1082,75.69,79.46,"Essendon (West) - Aberfeldie"
617,"Sacred Heart Primary School",WA,"Catholic","Primary",1124,75.67,81.9,"Perth (North) - Highgate"
618,"Unley High School",SA,"Government","Secondary",1084,75.67,88.45,"Mitcham (SA)"
619,"Dalkeith Primary School",WA,"Government","Primary",1183,75.65,71.27,"Nedlands - Dalkeith - Crawley"
620,"Pulteney Grammar School",SA,"Independent","Combined",1170,75.64,39.35,"Adelaide"
621,"Harrietville Primary School",VIC,"Government","Primary",1097,75.61,60.91,"Bright - Mount Beauty"
622,"St Monica's Parish School",SA,"Catholic","Primary",1102,75.59,80.03,"Walkerville"
623,"St Columba's School",VIC,"Catholic","Primary",1090,75.58,88.09,"Ballarat North - Invermay"
624,"Mary MacKillop Memorial School",SA,"Catholic","Primary",1029,75.56,95.83,"Penola"
625,"St Aloysius College",VIC,"Catholic","Secondary",1127,75.55,66.77,"North Melbourne"
626,"Kalgoorlie School Of The Air",WA,"Government","Primary",1029,75.55,94.56,"Boulder"
627,"Norwood Primary School",SA,"Government","Primary",1148,75.55,66.35,"Norwood (SA)"
628,"Sts Peter and Paul Primary School",ACT,"Catholic","Primary",1130,75.54,75.42,"Garran"
629,"Nailsworth Primary School",SA,"Government","Primary",1106,75.52,88.18,"Nailsworth - Broadview"
630,"The Cottage School",TAS,"Independent","Primary",1113,75.51,56.6,"Bellerive - Rosny"
631,"Chatham Primary School",VIC,"Government","Primary",1147,75.51,69.06,"Surrey Hills (West) - Canterbury"
632,"St Bede's College",VIC,"Catholic","Secondary",1097,75.51,67.78,"Mentone"
633,"St Thomas' Primary School",WA,"Catholic","Primary",1169,75.48,62.09,"Claremont (WA)"
634,"Dobroyd Point Public School",NSW,"Government","Primary",1149,75.44,57.49,"Haberfield - Summer Hill"
635,"Solway Primary School",VIC,"Government","Primary",1161,75.42,70.99,"Ashburton (Vic.)"
636,"The Montessori School",WA,"Independent","Combined",1120,75.38,52.15,"Kingsley"
637,"Holland Park State High School",QLD,"Government","Secondary",1055,75.37,80.89,"Holland Park West"
638,"Como Primary School",WA,"Government","Primary",1140,75.37,77.96,"Como"
639,"Chisholm Catholic College",WA,"Catholic","Secondary",1079,75.35,81.66,"Bayswater - Embleton - Bedford"
640,"Gippsland Grammar",VIC,"Independent","Combined",1096,75.33,75.87,"Sale"
641,"Garran Primary School",ACT,"Government","Primary",1159,75.32,75.42,"Garran"
642,"Urrbrae Agricultural High School",SA,"Government","Secondary",1074,75.3,88.45,"Mitcham (SA)"
643,"Pedare Christian College",SA,"Independent","Combined",1097,75.3,76.9,"Golden Grove"
644,"South Hobart Primary School",TAS,"Government","Primary",1137,75.29,74.36,"South Hobart - Fern Tree"
645,"Bacchus Marsh Grammar",VIC,"Independent","Combined",1115,75.28,67.29,"Bacchus Marsh"
646,"Launceston Christian School",TAS,"Independent","Combined",1070,75.27,77.01,"Riverside"
647,"Prairie State School",QLD,"Government","Primary",1017,75.24,99.07,"Northern Highlands"
648,"St Colman's School",VIC,"Catholic","Primary",1026,75.21,93.72,"Moyne - East"
649,"Hampton Primary School",VIC,"Government","Primary",1168,75.2,66.5,"Hampton"
650,"Hollywood Primary School",WA,"Government","Primary",1174,75.19,71.27,"Nedlands - Dalkeith - Crawley"
651,"Brisbane South State Secondary College",QLD,"Government","Secondary",1137,75.19,66.3,"Fairfield - Dutton Park"
652,"Seven Hills State School",QLD,"Government","Primary",1123,75.18,80.08,"Morningside - Seven Hills"
653,"Immanuel Primary School",SA,"Independent","Primary",1120,75.16,67.52,"Plympton"
654,"Fahan School",TAS,"Independent","Combined",1154,75.15,44.57,"Sandy Bay"
655,"Novoschool",NSW,"Independent","Secondary",1077,75.15,65.49,"Newcastle - Cooks Hill"
656,"Eltham Primary School",VIC,"Government","Primary",1117,75.14,67.22,"Eltham"
657,"St Pius X Catholic School",WA,"Catholic","Primary",1136,75.11,77.96,"Como"
658,"Our Lady of Perpetual Succour Catholic Primary School",NSW,"Catholic","Primary",1174,75.1,43.81,"Pymble"
659,"Sacred Heart Primary School",QLD,"Catholic","Primary",1063,75.09,91.07,"Sandgate - Shorncliffe"
660,"Kensington Primary School",WA,"Government","Primary",1121,75.09,83.98,"South Perth - Kensington"
661,"Stirling East Primary School",SA,"Government","Primary",1138,75.09,78.29,"Aldgate - Stirling"
662,"Nyabing Primary School",WA,"Government","Primary",1015,75.07,98.07,"Gnowangerup"
663,"East Adelaide School",SA,"Government","Primary",1117,75.07,85.26,"St Peters - Marden"
664,"Pascoe Vale South Primary School",VIC,"Government","Primary",1108,75.06,71.91,"Pascoe Vale South"
665,"Northside Montessori School",NSW,"Independent","Combined",1147,75.04,43.81,"Pymble"
666,"Eltham High School",VIC,"Government","Secondary",1101,75.04,67.22,"Eltham"
667,"Hampton Public School",NSW,"Government","Primary",1068,75.01,72.17,"Lithgow Surrounds"
668,"Mater Christi College",VIC,"Catholic","Secondary",1093,75.01,67.41,"Belgrave - Selby"
669,"Jerrabomberra Public School",NSW,"Government","Primary",1107,74.99,89.98,"Queanbeyan West - Jerrabomberra"
670,"Holy Family Primary School",QLD,"Catholic","Primary",1142,74.99,53.2,"Indooroopilly"
671,"Burgmann Anglican School",ACT,"Independent","Combined",1165,74.99,55.59,"Gungahlin"
672,"The Hutchins School",TAS,"Independent","Combined",1140,74.98,44.57,"Sandy Bay"
673,"Belair Primary School",SA,"Government","Primary",1117,74.98,84.54,"Belair"
674,"Fort Street High School",NSW,"Government","Secondary",1176,74.96,59.17,"Petersham - Stanmore"
675,"Eppalock Primary School",VIC,"Government","Primary",1043,74.96,80.99,"Bendigo Surrounds - South"
676,"St Patrick's College",VIC,"Catholic","Secondary",1055,74.95,83.01,"Ballarat"
677,"Southern Cross Grammar",VIC,"Independent","Combined",1136,74.95,51.99,"Taylors Hill"
678,"Glen Iris Primary School",VIC,"Government","Primary",1174,74.93,68.66,"Glen Iris - East"
679,"Charles Weston School",ACT,"Government","Primary",1099,74.9,77.54,"Coombs"
680,"Williamstown Primary School",VIC,"Government","Primary",1123,74.89,76.62,"Williamstown"
681,"St Ignatius School",QLD,"Catholic","Primary",1158,74.89,68.74,"Toowong"
682,"Bunbury Cathedral Grammar School",WA,"Independent","Combined",1100,74.88,60.74,"Gelorup - Stratham"
683,"Coogee Boys' Preparatory School",NSW,"Independent","Primary",1165,74.87,40.78,"Randwick - North"
684,"Mosman Public School",NSW,"Government","Primary",1157,74.85,74.41,"Mosman - South"
685,"Hilder Road State School",QLD,"Government","Primary",1145,74.85,67.47,"The Gap"
686,"North Fremantle Primary School",WA,"Government","Primary",1112,74.85,81.82,"Fremantle"
687,"Glen Osmond Primary School",SA,"Government","Primary",1143,74.85,78.61,"Unley - Parkside"
688,"Emmaus Christian College",SA,"Independent","Combined",1137,74.85,67.06,"Edwardstown"
689,"John Calvin School",TAS,"Independent","Combined",1051,74.84,80.15,"South Launceston"
690,"Naremburn School",NSW,"Government","Special",1075,74.83,61.55,"St Leonards - Naremburn"
691,"Beauty Point Public School",NSW,"Government","Primary",1154,74.82,69.35,"Mosman - North"
692,"Landsborough Primary School",VIC,"Government","Primary",1056,74.82,70.49,"Avoca"
693,"Rozelle Public School",NSW,"Government","Primary",1162,74.81,71.38,"Lilyfield - Rozelle"
694,"St Joseph's Primary School",NSW,"Catholic","Primary",1050,74.81,87.62,"Young Surrounds"
695,"Wembley Primary School",VIC,"Government","Primary",1112,74.81,77.55,"Yarraville"
696,"Mentone Park Primary School",VIC,"Government","Primary",1099,74.8,67.78,"Mentone"
697,"Star of the Sea College",VIC,"Catholic","Secondary",1132,74.8,51.32,"Brighton (Vic.)"
698,"Hunter Valley Grammar School",NSW,"Independent","Combined",1134,74.76,46.12,"East Maitland - Metford"
699,"Duffy Primary School",ACT,"Government","Primary",1088,74.76,75.03,"Duffy"
700,"St Mary's School",VIC,"Catholic","Primary",1107,74.75,76.62,"Williamstown"
701,"St Vincent's Primary School",ACT,"Catholic","Primary",1117,74.75,81.98,"Aranda"
702,"Ming-De International School Toowoomba",QLD,"Independent","Combined",1075,74.74,60.24,"Toowoomba - West"
703,"Ballarat Primary School (Dana Street)",VIC,"Government","Primary",1069,74.73,83.01,"Ballarat"
704,"Narrawong District Primary School",VIC,"Government","Primary",1038,74.73,94.02,"Glenelg (Vic.)"
705,"Holy Spirit School",VIC,"Catholic","Primary",1107,74.72,71.98,"Thornbury"
706,"Sunrise Christian School Fullarton",SA,"Independent","Primary",1133,74.71,78.61,"Unley - Parkside"
707,"Calrossy Anglican School",NSW,"Independent","Combined",1079,74.71,68.54,"Tamworth - North"
708,"Hamilton South Public School",NSW,"Government","Primary",1139,74.69,73.09,"Merewether - The Junction"
709,"St John Vianney's Primary School",ACT,"Catholic","Primary",1094,74.65,86.46,"Waramanga"
710,"Lutheran School Wagga Wagga",NSW,"Independent","Primary",1120,74.64,82.64,"Wagga Wagga - East"
711,"Bedourie State School",QLD,"Government","Primary",,74.64,99.13,"Far Central West"
712,"Birdsville State School",QLD,"Government","Primary",,74.64,99.13,"Far Central West"
713,"St Joseph's Primary School",QLD,"Catholic","Primary",1129,74.64,70.22,"Kangaroo Point"
714,"Sutton Public School",NSW,"Government","Primary",1098,74.63,80.49,"Yass Surrounds"
715,"Fadden Primary School",ACT,"Government","Primary",1076,74.6,74.46,"Fadden"
716,"All Saints Anglican School",VIC,"Independent","Combined",1088,74.6,87.27,"Shepparton - North"
717,"St Joseph's School",QLD,"Catholic","Primary",1091,74.58,80.64,"Nundah"
718,"Mt Maria College",QLD,"Catholic","Secondary",1084,74.57,80.83,"Mitchelton"
719,"Neutral Bay Public School",NSW,"Government","Primary",1169,74.57,71.74,"Neutral Bay - Kirribilli"
720,"Villa Maria Catholic Primary School",NSW,"Catholic","Primary",1166,74.56,70.59,"Hunters Hill - Woolwich"
721,"Mont Albert Primary School",VIC,"Government","Primary",1149,74.56,67.19,"Surrey Hills (East) - Mont Albert"
722,"Nedlands Primary School",WA,"Government","Primary",1180,74.55,71.27,"Nedlands - Dalkeith - Crawley"
723,"Fr John Therry Catholic Primary School Balmain - Rozelle",NSW,"Catholic","Primary",1170,74.54,69.13,"Balmain"
724,"Nungarin Primary School",WA,"Government","Primary",,74.54,98.71,"Mukinbudin"
725,"St Andrew's Grammar",WA,"Independent","Combined",1078,74.54,67.96,"Dianella - North"
726,"Erskineville Public School",NSW,"Government","Primary",1155,74.49,72.49,"Erskineville - Alexandria"
727,"St James' School",VIC,"Catholic","Primary",1133,74.48,51.32,"Brighton (Vic.)"
728,"Galilee Catholic Primary School",NSW,"Catholic","Primary",1160,74.46,38.44,"Bondi Beach - North Bondi"
729,"Bellaire Primary School",VIC,"Government","Primary",1094,74.46,78.95,"Highton"
730,"Nundah State School",QLD,"Government","Primary",1098,74.46,80.64,"Nundah"
731,"Kukerin Primary School",WA,"Government","Primary",1012,74.45,98.95,"Kulin"
732,"Highgate Primary School",WA,"Government","Primary",1110,74.43,81.9,"Perth (North) - Highgate"
733,"Endeavour College",SA,"Independent","Secondary",1083,74.43,70.74,"Mawson Lakes - Globe Derby Park"
734,"Amaroo School",ACT,"Government","Combined",1070,74.43,82.91,"Amaroo"
735,"Queensland Academy for Creative Industries",QLD,"Government","Secondary",1128,74.42,45.16,"Kelvin Grove - Herston"
736,"Tulloona Public School",NSW,"Government","Primary",,74.41,98.33,"Moree Surrounds"
737,"Annandale Public School",NSW,"Government","Primary",1145,74.39,62.05,"Annandale (NSW)"
738,"Arden Anglican School, Junior Campus",NSW,"Independent","Combined",1173,74.39,43.3,"Pennant Hills - Cheltenham"
739,"Burnside Primary School",SA,"Government","Primary",1156,74.39,73.46,"Burnside - Wattle Park"
740,"Tamar Valley Steiner School",TAS,"Independent","Primary",1054,74.37,79.76,"Waverley - St Leonards"
741,"St Lawrence State School",QLD,"Government","Primary",,74.36,99.67,"Broadsound - Nebo"
742,"Yackandandah Primary School",VIC,"Government","Primary",1092,74.36,81.22,"Yackandandah"
743,"Hunters Hill High School",NSW,"Government","Secondary",1104,74.34,70.59,"Hunters Hill - Woolwich"
744,"St Raphael's School",SA,"Catholic","Primary",1048,74.34,78.61,"Unley - Parkside"
745,"Oodnadatta Aboriginal School",SA,"Government","Combined",,74.32,99.28,"Outback"
746,"Surrey Hills Primary School",VIC,"Government","Primary",1166,74.3,67.19,"Surrey Hills (East) - Mont Albert"
747,"Mount Margaret Remote Community School",WA,"Government","Primary",,74.3,98.64,"Leinster - Leonora"
748,"Our Lady of the Assumption School",QLD,"Catholic","Primary",1104,74.27,82.12,"Enoggera"
749,"Ceres Primary School",VIC,"Government","Primary",1069,74.25,78.95,"Highton"
750,"Scaddan Primary School",WA,"Government","Primary",1024,74.24,95.7,"Esperance Surrounds"
751,"School of the Nativity",SA,"Catholic","Primary",1086,74.24,73.02,"Aberfoyle Park"
752,"St Joseph's Primary School",QLD,"Catholic","Primary",1118,74.23,81.33,"Corinda"
753,"Murputja Anangu School",SA,"Government","Combined",,74.22,99.5,"APY Lands"
754,"Cameron Downs State School",QLD,"Government","Primary",1010,74.21,99.07,"Northern Highlands"
755,"Andamooka Primary School",SA,"Government","Primary",,74.21,99.28,"Outback"
756,"Pleasant Street Primary School (Ballarat)",VIC,"Government","Primary",1095,74.2,83.01,"Ballarat"
757,"Birregurra Primary School",VIC,"Government","Primary",1052,74.19,84.29,"Colac Surrounds"
758,"Harkaway Hills College",VIC,"Independent","Combined",1149,74.19,57.26,"Narre Warren North"
759,"Cheltenham Primary School",VIC,"Government","Primary",1116,74.18,65.53,"Highett (West) - Cheltenham"
760,"Hartwell Primary School",VIC,"Government","Primary",1191,74.18,57.21,"Camberwell"
761,"Balmain Public School",NSW,"Government","Primary",1172,74.17,69.13,"Balmain"
762,"St Paul's College",NSW,"Independent","Secondary",1030,74.17,92.06,"Albury Surrounds"
763,"Cedars Christian College - Aspire",NSW,"Independent","Special",1094,74.16,51.66,"Unanderra - Mount Kembla"
764,"Kenmore Park Anangu School",SA,"Government","Combined",,74.15,99.5,"APY Lands"
765,"Melrose Primary School",SA,"Government","Primary",1014,74.11,93.85,"Peterborough - Mount Remarkable"
766,"Forsayth State School",QLD,"Government","Primary",,74.09,97.8,"Croydon - Etheridge"
767,"Malvern Valley Primary School",VIC,"Government","Primary",1114,74.05,71.66,"Malvern East"
768,"Eulo State School",QLD,"Government","Primary",,74.05,97.49,"Far South West"
769,"Kenmore South State School",QLD,"Government","Primary",1170,74.05,62.99,"Kenmore"
770,"St Columba's School",WA,"Catholic","Primary",1125,74.05,81.66,"Bayswater - Embleton - Bedford"
771,"Sydney Road Community School",VIC,"Government","Secondary",1037,74.04,80.17,"Brunswick - South"
772,"St Agnes' School",VIC,"Catholic","Primary",1098,74.04,65.53,"Highett (West) - Cheltenham"
773,"St Anthony's School",QLD,"Catholic","Primary",1116,74.04,84.57,"Kedron - Gordon Park"
774,"All Saints Primary School",NSW,"Catholic","Primary",1026,74.03,91.11,"Tumbarumba"
775,"Flemington Primary School",VIC,"Government","Primary",1140,74.03,60.15,"Flemington"
776,"St Joseph's Catholic School",QLD,"Catholic","Primary",1078,74.03,86.25,"Mundingburra"
777,"Attadale Primary School",WA,"Government","Primary",1137,74.03,77.49,"Melville"
778,"St Denis School",WA,"Catholic","Primary",1123,74.02,76.75,"Tuart Hill - Joondanna"
779,"Watervale Primary School",SA,"Government","Primary",1033,74.02,85.39,"Gilbert Valley"
780,"Lyrebird College",VIC,"Independent","Special",1102,74.02,47.54,"Lilydale - Coldstream"
781,"Dickson College",ACT,"Government","Secondary",1101,74.01,76.7,"Dickson"
782,"St James School",SA,"Catholic","Primary",1029,73.99,94.61,"Jamestown"
783,"The Joseph Varga School",NSW,"Independent","Special",1119,73.98,40.78,"Randwick - North"
784,"Newlands Primary School",VIC,"Government","Primary",1146,73.98,53.26,"Preston - West"
785,"Koinonia Christian Academy",NSW,"Independent","Combined",,73.97,97.13,"Bourke - Brewarrina"
786,"St Patrick's Primary School",WA,"Catholic","Primary",1054,73.94,81.82,"Fremantle"
787,"Panton Hill Primary School",VIC,"Government","Primary",1070,73.89,76.4,"Panton Hill - St Andrews"
788,"Footscray West Primary School",VIC,"Government","Primary",1117,73.88,76.06,"West Footscray - Tottenham"
789,"Footscray Primary School",VIC,"Government","Primary",1115,73.87,62.89,"Footscray"
790,"Congupna Primary School",VIC,"Government","Primary",1027,73.87,92.83,"Shepparton Surrounds - East"
791,"Mentone Girls Secondary College",VIC,"Government","Secondary",1102,73.86,67.78,"Mentone"
792,"St Benedict's School",WA,"Catholic","Primary",1152,73.84,64.64,"Applecross - Ardross"
793,"Wales Street Primary School",VIC,"Government","Primary",1140,73.83,71.98,"Thornbury"
794,"St Martin of Tours School",VIC,"Catholic","Primary",1127,73.83,70.26,"Heidelberg - Rosanna"
795,"Weilmoringle Public School",NSW,"Government","Primary",,73.82,97.13,"Bourke - Brewarrina"
796,"Tjuntjuntjara Remote Community School",WA,"Government","Combined",,73.82,98.64,"Leinster - Leonora"
797,"Academy of Mary Immaculate",VIC,"Catholic","Secondary",1079,73.79,71.35,"Fitzroy"
798,"Junction Park State School",QLD,"Government","Primary",1104,73.77,70.23,"Annerley"
799,"Carey Baptist College",WA,"Independent","Combined",1114,73.77,59.93,"Harrisdale"
800,"Oak Valley Aboriginal School",SA,"Government","Combined",,73.77,99.91,"Western"
801,"Hunters Hill Public School",NSW,"Government","Primary",1149,73.75,70.59,"Hunters Hill - Woolwich"
802,"Good Shepherd College - Senior Campus",VIC,"Independent","Combined",1028,73.75,88.93,"Hamilton (Vic.)"
803,"Newport Gardens Primary School",VIC,"Government","Primary",1106,73.75,77.84,"Newport"
804,"Kellys Plains Public School",NSW,"Government","Primary",1054,73.74,77.18,"Armidale Surrounds - South"
805,"Mary MacKillop College",QLD,"Catholic","Secondary",1079,73.74,80.64,"Nundah"
806,"St Leonard's College",VIC,"Independent","Combined",1184,73.72,33.16,"Brighton East"
807,"Servite College",WA,"Independent","Secondary",1058,73.72,76.75,"Tuart Hill - Joondanna"
808,"Marist Sisters' College Woolwich",NSW,"Catholic","Secondary",1101,73.71,70.59,"Hunters Hill - Woolwich"
809,"Chewton Primary School",VIC,"Government","Primary",1119,73.71,45.21,"Castlemaine"
810,"Wyandra State School",QLD,"Government","Primary",,73.7,97.49,"Far South West"
811,"Emmaus Christian School",ACT,"Independent","Combined",1138,73.7,76.7,"Dickson"
812,"Payne Road State School",QLD,"Government","Primary",1120,73.69,67.47,"The Gap"
813,"Loreto Normanhurst",NSW,"Independent","Combined",1164,73.68,36.69,"Normanhurst - Thornleigh - Westleigh"
814,"Newman College",WA,"Independent","Combined",1121,73.67,73.63,"Wembley Downs - Churchlands - Woodlands"
815,"Hampton East School",VIC,"Government","Special",1058,73.66,66.5,"Hampton"
816,"Middle Harbour Public School",NSW,"Government","Primary",1162,73.63,69.35,"Mosman - North"
817,"Good Shepherd Lutheran Primary School",VIC,"Independent","Primary",1147,73.61,63.74,"Croydon Hills - Warranwood"
818,"Upwey Primary School",VIC,"Government","Primary",1114,73.6,72.12,"Upwey - Tecoma"
819,"The Hills Christian Community School",SA,"Independent","Combined",1092,73.6,71.8,"Lobethal - Woodside"
820,"Sidrah Gardens School",VIC,"Independent","Primary",1104,73.59,57.26,"Narre Warren North"
821,"North Sydney Public School",NSW,"Government","Primary",1144,73.58,73.7,"North Sydney - Lavender Bay"
822,"St Finbar's Primary School",NSW,"Catholic","Primary",1110,73.57,54.19,"Blaxland - Warrimoo - Lapstone"
823,"The Springfield Anglican College",QLD,"Independent","Combined",1109,73.56,65.3,"Springfield"
824,"All Saints' College",WA,"Independent","Combined",1162,73.56,40.68,"Bull Creek"
825,"Parkside Primary School",SA,"Government","Primary",1126,73.55,78.61,"Unley - Parkside"
826,"St Fiacre's Catholic Primary School",NSW,"Catholic","Primary",1151,73.53,36.26,"Leichhardt"
827,"Edwardstown Primary School",SA,"Government","Primary",1098,73.52,88.19,"Colonel Light Gardens"
828,"Our Lady of the Angels' School",QLD,"Catholic","Primary",1119,73.48,79.09,"Wavell Heights"
829,"Faith Lutheran College",SA,"Independent","Combined",1060,73.47,76.73,"Tanunda"
830,"North Melbourne Primary School",VIC,"Government","Primary",1136,73.45,66.77,"North Melbourne"
831,"Pipalyatjara Anangu School",SA,"Government","Combined",,73.45,99.5,"APY Lands"
832,"St Michael's Collegiate School",TAS,"Independent","Combined",1125,73.43,48.02,"Hobart"
833,"Castlemaine Steiner School & Kindergarten",VIC,"Independent","Combined",1105,73.42,59.26,"Castlemaine Surrounds"
834,"Kardinia International College",VIC,"Independent","Combined",1155,73.42,41.07,"North Geelong - Bell Park"
835,"Mount Barker Waldorf School",SA,"Independent","Combined",1087,73.41,63.04,"Mount Barker"
836,"Kenmore State School",QLD,"Government","Primary",1158,73.4,62.99,"Kenmore"
837,"South Melbourne Park Primary School",VIC,"Government","Primary",1105,73.4,75.12,"Albert Park"
838,"International Maarif Schools of Australia – Melbourne Campus",VIC,"Independent","Primary",1080,73.38,56.96,"Kilmore - Broadford"
839,"Doubleview Primary School",WA,"Government","Primary",1118,73.37,80.26,"Innaloo - Doubleview"
840,"Footscray City Primary School",VIC,"Government","Primary",1125,73.34,62.89,"Footscray"
841,"Queen of Apostles Primary School",QLD,"Catholic","Primary",1106,73.34,69.04,"Stafford"
842,"Deans Marsh Primary School",VIC,"Government","Primary",1045,73.31,76.86,"Winchelsea"
843,"Camberwell High School",VIC,"Government","Secondary",1119,73.3,57.21,"Camberwell"
844,"St Joseph's School",WA,"Catholic","Primary",1006,73.3,98.71,"Mukinbudin"
845,"St Joseph's Parish School",NSW,"Catholic","Primary",1011,73.29,94.4,"Griffith Surrounds"
846,"Bicton Primary School",WA,"Government","Primary",1113,73.28,82.25,"Bicton - Palmyra"
847,"Docklands Primary School",VIC,"Government","Primary",1133,73.27,59.7,"Docklands"
848,"St John's School",VIC,"Catholic","Primary",1129,73.26,70.26,"Heidelberg - Rosanna"
849,"Holy Spirit Parish School",VIC,"Catholic","Primary",1068,73.26,78.7,"Geelong West - Hamlyn Heights"
850,"Wembley Downs Primary School",WA,"Government","Primary",1134,73.26,73.63,"Wembley Downs - Churchlands - Woodlands"
851,"Yalgoo Primary School",WA,"Government","Primary",,73.26,97.84,"Meekatharra"
852,"Lake Monger Primary School",WA,"Government","Primary",1078,73.24,90.72,"Wembley - West Leederville - Glendalough"
853,"Ballarat Grammar",VIC,"Independent","Combined",1120,73.23,50.67,"Wendouree - Miners Rest"
854,"St Patrick's School",VIC,"Catholic","Primary",1096,73.2,83.01,"Ballarat"
855,"St Ambrose's School",VIC,"Catholic","Primary",1109,73.16,71.15,"Woodend"
856,"Trinity Catholic School",VIC,"Catholic","Primary",1065,73.13,75.31,"Richmond - North"
857,"St Paul's School",QLD,"Independent","Combined",1141,73.13,55.68,"Bald Hills"
858,"Currambena Primary School",NSW,"Independent","Primary",1120,73.1,55.29,"Lane Cove"
859,"Indulkana Anangu School",SA,"Government","Combined",,73.1,99.5,"APY Lands"
860,"Sacred Heart College",SA,"Catholic","Combined",1083,73.09,73.98,"Glenelg (SA)"
861,"Samford Valley Steiner School",QLD,"Independent","Combined",1103,73.08,56.75,"Samford Valley"
862,"Mary MacKillop College",SA,"Catholic","Secondary",1077,73.07,66.35,"Norwood (SA)"
863,"St Joseph's Primary School",NSW,"Catholic","Primary",1141,73.06,73.09,"Merewether - The Junction"
864,"Kilbreda College",VIC,"Catholic","Secondary",1082,73.06,67.78,"Mentone"
865,"Mungallala State School",QLD,"Government","Primary",,73.05,96.36,"Roma Surrounds"
866,"Tara Anglican School for Girls",NSW,"Independent","Combined",1175,73.03,36.97,"North Parramatta"
867,"The Gap State School",QLD,"Government","Primary",1145,73.03,67.47,"The Gap"
868,"Macedon Primary School",VIC,"Government","Primary",1109,73.02,75.65,"Macedon"
869,"Palmyra Primary School",WA,"Government","Primary",1113,73.02,82.25,"Bicton - Palmyra"
870,"Roseville College",NSW,"Independent","Combined",1191,73.01,32.12,"Lindfield - Roseville"
871,"Wandiligong Primary School",VIC,"Government","Primary",1070,73.01,60.91,"Bright - Mount Beauty"
872,"Lake Joondalup Baptist College",WA,"Independent","Combined",1102,73.01,61.25,"Joondalup - Edgewater"
873,"Amata Anangu School",SA,"Government","Combined",,73,99.5,"APY Lands"
874,"St Anne's School",VIC,"Catholic","Primary",1152,72.99,52.36,"Kew East"
875,"Coorparoo Secondary College",QLD,"Government","Secondary",1032,72.99,86.58,"Coorparoo"
876,"Sir David Brand School",WA,"Government","Special",1032,72.97,79.52,"Yokine - Coolbinia - Menora"
